,country,total_netprofits,scrap,net_profit,collection_scenario,recovery_efficiency_scenario
0,Afghanistan,-10254113.197521402,0.0254709669835826,-402580.4440063358,baseline,baseline
1,Albania,-67127300.13391782,18508.543016830754,-3.6268278963328218,baseline,baseline
2,Algeria,-51847855.48495522,2125.035458516395,-24.398583692882507,baseline,baseline
3,Andorra,-6801422.780651719,8.468672603630736,-803.1273729646575,baseline,baseline
4,Angola,-42082289.19161284,946.3456956130854,-44.468199503300994,baseline,baseline
5,Argentina,-59020069.777336635,9192.675581941763,-6.420336413620055,baseline,baseline
6,Armenia,-3225269.688949823,1.166248749853206,-2765.5075208919047,baseline,baseline
7,Aruba,-4229202.654922039,0.8040835062909826,-5259.656020591934,baseline,baseline
8,Australia,45973006.896681964,59795.03744671261,0.7688431826412286,baseline,baseline
9,Austria,-73200648.14597248,17045.915685990927,-4.294321847792076,baseline,baseline
10,Azerbaijan,-45618854.15973896,22698.891114148624,-2.0097393273675785,baseline,baseline
11,Bahamas,-876840.6912472283,0.0197885662154502,-44310.4710922726,baseline,baseline
12,Bahrain,-2975399.9032953912,1.0512295804443432,-2830.399713483826,baseline,baseline
13,Bangladesh,-29003141.7029963,2.5315813853442615,-11456.531427707689,baseline,baseline
14,Barbados,-2592701.0048858197,0.1914509741233233,-13542.37562257442,baseline,baseline
15,Belarus,14237337.479064124,40715.50987962695,0.3496784768545448,baseline,baseline
16,Belgium,-69121809.49158378,22327.935337040588,-3.0957546431494367,baseline,baseline
17,Benin,469889681.47512,158471.65094228354,2.9651340077617863,baseline,baseline
18,Bermuda,-3488299.4209277425,0.7660399386300834,-4553.678267958067,baseline,baseline
19,Bolivia (Plurinational State of),-42587283.31525725,18413.96775247581,-2.312770603691932,baseline,baseline
20,Bosnia Herzegovina,-53253011.95437633,2548.2896504790388,-20.897550615710266,baseline,baseline
21,Botswana,-41348743.55840812,889.5822879776797,-46.48107782407376,baseline,baseline
22,Brazil,3432690759.7247763,730913.8738686341,4.696436724556863,baseline,baseline
23,Brunei Darussalam,-41598468.816687144,38.82950307679924,-1071.310872416041,baseline,baseline
24,Bulgaria,-4527395.430057084,40079.81354906146,-0.11295949329991585,baseline,baseline
25,Burkina Faso,38360073.35722019,46853.32473495045,0.8187268155295992,baseline,baseline
26,Burundi,-58057076.70315442,3837.125807175779,-15.130355276489068,baseline,baseline
27,C?te d'Ivoire,-47969444.39625179,1538.337562392321,-31.182651694243802,baseline,baseline
28,Cabo Verde,-26689838.910482045,217.03152881116242,-122.97678156110067,baseline,baseline
29,Cambodia,110605847.44160931,45700.33565221644,2.420241467881757,baseline,baseline
30,Cameroon,-2899709.776836434,0.5354212234676142,-5415.754269239997,baseline,baseline
31,Canada,2505792629.1148486,640328.0203967709,3.913295294437009,baseline,baseline
32,Cayman Isds,-262406.99731477397,0.0042246928738938,-62112.68017523831,baseline,baseline
33,Chile,45162613.47751302,47386.19412471705,0.9530753484579977,baseline,baseline
34,China,30015922102.023994,10473186.880291317,2.865977896232201,baseline,baseline
35,Colombia,-41035121.34673604,19163.84842257133,-2.141277703825113,baseline,baseline
36,Comoros,-35077264.71002633,511.87842266114666,-68.52655466051317,baseline,baseline
37,Congo,-4539639.9185521165,1.3208788116608476,-3436.8330224360707,baseline,baseline
38,Costa Rica,-60169303.971442506,5834.922574699697,-10.311928427694555,baseline,baseline
39,Croatia,-54229065.33487682,25830.691806887215,-2.099404295490753,baseline,baseline
40,Cyprus,-59836338.554115996,2863.602191239118,-20.895478686662145,baseline,baseline
41,Czechia,366266009.4448414,102463.30256052982,3.574606715691904,baseline,baseline
42,Denmark,-74958457.3114196,11795.805228151887,-6.3546706529642965,baseline,baseline
43,Dominican Rep.,-24119309.05301353,25527.609143947615,-0.9448322761840788,baseline,baseline
44,Ecuador,-38423138.66201969,20140.01205531603,-1.9078011749192456,baseline,baseline
45,Egypt,2342656640.6445584,587570.6835420973,3.9870209768161713,baseline,baseline
46,El Salvador,-7298549.789171886,4.062061031678357,-1796.7602486160285,baseline,baseline
47,Estonia,-57497860.023561046,2504.2899983164793,-22.95974510229017,baseline,baseline
48,Eswatini,-27591524.407002833,240.27711055097092,-114.83209675584033,baseline,baseline
49,Ethiopia,-60785220.29210201,5976.869800384194,-10.170076030131145,baseline,baseline
50,Fiji,-5103778.009303847,1.8196513496029962,-2804.8109383247333,baseline,baseline
51,Finland,-32299274.421980232,39136.84194310597,-0.8252907699843117,baseline,baseline
52,France,226461168.60363433,122830.96971567711,1.8436813543671855,baseline,baseline
53,French Polynesia,-52438952.972350396,2235.2744055836456,-23.459738473880222,baseline,baseline
54,Georgia,-33727258.56865727,566.7306476689432,-59.51197223475218,baseline,baseline
55,Germany,277421450.3580976,137531.42271328115,2.0171495712398206,baseline,baseline
56,Ghana,-8112249.427457071,7.818862437764945,-1037.522976267631,baseline,baseline
57,Greece,-67914897.56580283,17716.57169251844,-3.833410816974411,baseline,baseline
58,Greenland,-5538308.118067235,2.4812352462814244,-2232.076997280843,baseline,baseline
59,Grenada,-30705573.869041797,306.2410719374135,-100.26602138891774,baseline,baseline
60,Guatemala,11670346.028646009,37279.85711756082,0.3130469623808898,baseline,baseline
61,Guinea,-6873939.803641571,4.225300456875048,-1626.8523088001666,baseline,baseline
