,country,total_netprofits,scrap,net_profit,collection_scenario,recovery_efficiency_scenario
0,Afghanistan,0.0,0.0,,baseline,baseline
1,Albania,-13656354.788555698,52.33999258742605,-260.9162537756348,baseline,baseline
2,Algeria,-17484886.828105547,82.56821527583861,-211.76292559664944,baseline,baseline
3,Andorra,-2937766.9407656947,0.7055352705856229,-4163.883881137833,baseline,baseline
4,Angola,-8482303.687951608,7.009898009671538,-1210.0466620553673,baseline,baseline
5,Argentina,-27811774.72521596,479.60396672771776,-57.98904232375823,baseline,baseline
6,Armenia,-3188702.739412588,5.033726592252749,-633.4676071442221,baseline,baseline
7,Aruba,-8737897.318316638,13.999161635522517,-624.1729001931407,baseline,baseline
8,Australia,-168973327.07673162,7452.655343789089,-22.672902379358117,baseline,baseline
9,Austria,-2774043.9888012847,11192.717914536743,-0.2478436435174021,baseline,baseline
10,Azerbaijan,-15333688.445503907,83.83625209209052,-182.90045252333692,baseline,baseline
11,Bahamas,0.0,0.0,,baseline,baseline
12,Bahrain,-2985200.4130648547,1.3378948212364974,-2231.266887112919,baseline,baseline
13,Bangladesh,-29991555.057453495,0.3726373269092876,-80484.5700944888,baseline,baseline
14,Barbados,-13289653.545789937,24.658986912812658,-538.9375318936851,baseline,baseline
15,Belarus,-23051124.24098915,259.7479735305477,-88.74419279455213,baseline,baseline
16,Belgium,126507205.77187406,15987.777649204156,7.9127448822239135,baseline,baseline
17,Benin,-17069021.973589092,75.46973546622121,-226.17042272831148,baseline,baseline
18,Bermuda,-1326904.1797097668,0.6669922007523718,-1989.3848506969196,baseline,baseline
19,Bolivia (Plurinational State of),-22741021.65482098,190.86898078144486,-119.14466961428718,baseline,baseline
20,Bosnia Herzegovina,-9519595.72078318,21.962865275376465,-433.440518867819,baseline,baseline
21,Botswana,-15432385.26186835,52.62015627462894,-293.2789705398338,baseline,baseline
22,Brazil,1474221916.2079673,180350.02363350688,8.174226354434891,baseline,baseline
23,Brunei Darussalam,-35521689.16076354,3.401174558218881,-10443.947687108848,baseline,baseline
24,Bulgaria,-24553469.94105371,238.69794800006474,-102.86418524656547,baseline,baseline
25,Burkina Faso,-16944836.557227883,73.44381515346089,-230.71835963071416,baseline,baseline
26,Burundi,-12855334.286353882,27.565121673770903,-466.36232694688755,baseline,baseline
27,C?te d'Ivoire,-13080150.213472607,29.55678677778685,-442.5430379767425,baseline,baseline
28,Cabo Verde,-4379254.932179589,0.7351723051707028,-5956.773536460614,baseline,baseline
29,Cambodia,-44414964.16949136,91.80010047826751,-483.82260954067283,baseline,baseline
30,Cameroon,-3627314.7858247645,0.6658774751975969,-5447.42076573227,baseline,baseline
31,Canada,159272840.72856206,34131.417437627206,4.666458432897553,baseline,baseline
32,Cayman Isds,-5909072.294897994,1.4193041573484253,-4163.358688343062,baseline,baseline
33,Chile,-18689899.290869735,87.31110167842016,-214.06097199079483,baseline,baseline
34,China,4368574717.727702,927817.3037864008,4.708442815088326,baseline,baseline
35,Colombia,-27342104.971108507,440.8666670377405,-62.01898899462018,baseline,baseline
36,Comoros,-3058215.3253524494,0.22286746542660751,-13722.125477123758,baseline,baseline
37,Congo,-3370199.625711049,2.4992872793002427,-1348.4642816469848,baseline,baseline
38,Costa Rica,-20052128.112010274,114.87969819503168,-174.54892750473374,baseline,baseline
39,Croatia,-20685348.177555036,197.16171804699349,-104.91564175061959,baseline,baseline
40,Cyprus,-19773686.916276347,150.80679236926673,-131.11933889461915,baseline,baseline
41,Czechia,20886063.96498037,3576.4627891563555,5.83986614604402,baseline,baseline
42,Denmark,-15211750.201152714,8435.914812641646,-1.8032128748333418,baseline,baseline
43,Dominican Rep.,-21370816.278174058,147.871877976985,-144.52251888963124,baseline,baseline
44,Ecuador,-20165172.429568477,117.3064110274059,-171.9017081245232,baseline,baseline
45,Egypt,-26872477.09390691,473.38756943303355,-56.76633445633462,baseline,baseline
46,El Salvador,-6306256.256121007,22.866895141620752,-275.78104578976235,baseline,baseline
47,Estonia,-19205748.1991104,179.71260212097658,-106.86923439115152,baseline,baseline
48,Eswatini,-5713867.309192421,1.7854443213939482,-3200.249506930263,baseline,baseline
49,Ethiopia,-17204303.941407017,77.80728778862148,-221.11429957751298,baseline,baseline
50,Fiji,-4723737.394334978,10.14359315550526,-465.6867957851062,baseline,baseline
51,Finland,-175418746.34833354,4297.894187379858,-40.81504539209579,baseline,baseline
52,France,-511995825.79487693,82723.1268532286,-6.189270706646339,baseline,baseline
53,French Polynesia,-14027575.01574637,37.560452902617605,-373.46661000375695,baseline,baseline
54,Georgia,-7595848.124602905,9.368155520267518,-810.8157585737856,baseline,baseline
55,Germany,306400710.4446615,124721.96809987028,2.4566699444584867,baseline,baseline
56,Ghana,-5057680.217277414,8.86531403341662,-570.5020936893112,baseline,baseline
57,Greece,19892409.012402058,14763.271760961667,1.3474255120740448,baseline,baseline
58,Greenland,-2440666.663719856,0.1735949824816039,-14059.546127599033,baseline,baseline
59,Grenada,-8589096.519704657,5.255791043496755,-1634.2157533702489,baseline,baseline
60,Guatemala,-25233175.92916203,299.35175599814073,-84.29272728007231,baseline,baseline
61,Guinea,-4071446.842941889,0.609900842215551,-6675.588163072187,baseline,baseline
62,Guyana,-19643114.24976536,105.81254743234379,-185.64068937405656,baseline,baseline
63,Honduras,-15283161.159457397,41.25246391519705,-370.4787474240348,baseline,baseline
64,Hungary,-32125892.617563818,1155.4729377753495,-27.803241051595993,baseline,baseline
65,Iceland,-22253530.32505308,389.13614891430586,-57.18700353884026,baseline,baseline
66,India,8496432.688218823,8756.735455740338,0.9702739943627191,baseline,baseline
67,Indonesia,-16223742.686278312,5463.358375967516,-2.9695549092375293,baseline,baseline
68,Iran,-39353946.15828962,28.190853194308247,-1395.9827993512167,baseline,baseline
69,Ireland,-33334321.86936573,1959.486217708548,-17.011766435564613,baseline,baseline
70,Israel,-2520016.5419342024,9206.475404400793,-0.27372218262046377,baseline,baseline
71,Italy,-828642041.4594789,85914.6529449784,-9.644944291285901,baseline,baseline
72,Jamaica,-1624063.2971370623,0.6905195510431392,-2351.9439741911106,baseline,baseline
73,Japan,-10878505.243975746,7040.408587275956,-1.5451525446458227,baseline,baseline
74,Jordan,-18184567.17478241,148.11557864885012,-122.77281931223501,baseline,baseline
75,Kazakhstan,-24066323.67052333,286.39864153598575,-84.03085832199878,baseline,baseline
76,Kenya,-29090156.242177382,733.4570679658704,-39.66170279448588,baseline,baseline
77,Kiribati,-3249984.0671270355,0.2734469378016351,-11885.24579304176,baseline,baseline
78,Korea,163332906.67615953,31804.100544004275,5.135592702902303,baseline,baseline
79,Kuwait,-5150858.698103003,6.98370106613517,-737.5542923909148,baseline,baseline
80,Kyrgyzstan,-4705029.3895268645,1.527269563652865,-3080.6803864234384,baseline,baseline
81,Lao People's Dem. Rep.,-46628422.95253292,266.0497218361929,-175.2620624096803,baseline,baseline
82,Latvia,-20012055.566854205,204.99620260851918,-97.62159158172888,baseline,baseline
83,Lebanon,-23020053.41622451,349.38608634740933,-65.88714982008383,baseline,baseline
84,Lesotho,-10326370.499523057,13.087497585260621,-789.0255896706184,baseline,baseline
85,Lithuania,-23266501.405551523,341.00380593251674,-68.22944788527043,baseline,baseline
86,Luxembourg,-22524339.699015465,309.29443106954534,-72.82491191686162,baseline,baseline
87,Madagascar,-13389283.226986244,31.945952046255414,-419.1229989827674,baseline,baseline
88,Malawi,-20255800.463040933,142.64741354546032,-141.99907281589518,baseline,baseline
89,Malaysia,-36276805.269787125,4.694174658992703,-7728.0476132883305,baseline,baseline
90,Maldives,-38655511.19697617,11.641465003532641,-3320.502289466663,baseline,baseline
91,Mali,-9092678.274901977,8.501641763418291,-1069.5202794861173,baseline,baseline
92,Malta,-15726937.092904888,81.11151724968454,-193.8927741234683,baseline,baseline
93,Mauritania,0.0,0.0,,baseline,baseline
94,Mauritius,-15537533.262481116,53.8690044774941,-288.4317876891995,baseline,baseline
95,Mexico,-31722201.30365915,1820.7065837731682,-17.4230167487609,baseline,baseline
96,Mongolia,-26772955.993392836,29.123693936666136,-919.2843480505827,baseline,baseline
97,Montenegro,-6933185.445591984,8.559145468026426,-810.0324350709561,baseline,baseline
98,Morocco,-20070321.828565765,137.7589494318751,-145.69160051914443,baseline,baseline
99,Mozambique,0.0,0.0,,baseline,baseline
100,Myanmar,-46777605.53875236,300.1024998813238,-155.87209555818652,baseline,baseline
101,Namibia,-15687357.945487317,55.744839570811585,-281.41363516814806,baseline,baseline
102,Nepal,-41859486.51426044,37.03939231067617,-1130.1342679478823,baseline,baseline
103,Netherlands,-195768150.5731705,18681.051395021466,-10.47950387981605,baseline,baseline
104,New Caledonia,-973559.6221575341,0.0349596820079928,-27848.06858182949,baseline,baseline
105,New Zealand,-30032310.017977618,2400.45794327977,-12.51107527297236,baseline,baseline
106,Nicaragua,-19102230.53231771,95.05014487436229,-200.97003068819225,baseline,baseline
107,Niger,-13035575.853506893,29.11556101255039,-447.71851890086714,baseline,baseline
108,Nigeria,-30741129.35295747,2286.7709893348256,-13.443029274172938,baseline,baseline
109,North Macedonia,-9551121.689423157,22.15140455230782,-431.1745409583107,baseline,baseline
110,Norway,-20388543.84514974,6142.767390134266,-3.319113772384615,baseline,baseline
111,Oman,-14501022.576070998,69.92542890848803,-207.37838583798467,baseline,baseline
112,Pakistan,-42363193.85630147,1625.1851257656192,-26.066688148123628,baseline,baseline
113,Palau,-3510348.514536069,0.3534192485407483,-9932.533468480098,baseline,baseline
114,Panama,-6340411.7981667975,23.689926125362103,-267.6416872139944,baseline,baseline
115,Papua New Guinea,0.0,0.0,,baseline,baseline
116,Paraguay,-17043674.54806008,61.6541964770779,-276.4398130530605,baseline,baseline
117,Peru,-27445371.588517323,450.60968787042975,-60.90719380274195,baseline,baseline
118,Philippines,5333578.518226752,8338.950480070853,0.6395982960893462,baseline,baseline
119,Poland,121152667.12675896,30835.044982243595,3.929057577069367,baseline,baseline
120,Portugal,-2539981.9429688025,10844.456734294581,-0.23421938094292424,baseline,baseline
121,Qatar,-7198393.429060018,24.516600496360812,-293.6130329377652,baseline,baseline
122,Rep. of Moldova,-13577658.93822139,37.715674024138,-360.00043190350243,baseline,baseline
123,Romania,17196784.953997843,1693.1301489344278,10.156800388216256,baseline,baseline
124,Russian Federation,-30645418.455308557,3457.483312945945,-8.863504370523529,baseline,baseline
125,Rwanda,-9717038.42950798,13.490175029244316,-720.3048447068446,baseline,baseline
126,Saint Lucia,-6516930.609221865,1.9982657495943583,-3261.2932541854266,baseline,baseline
127,Samoa,-3128592.6690492006,0.2400743513469565,-13031.765582187265,baseline,baseline
128,Saudi Arabia,-28550847.515756402,976.2812764681344,-29.244489476479576,baseline,baseline
129,Senegal,-21940981.45370995,194.7643703617635,-112.65397984731936,baseline,baseline
130,Serbia,-17258373.98180564,124.4663795922578,-138.65892169710997,baseline,baseline
131,Seychelles,-8219453.808748755,6.039184114540225,-1361.0205704706386,baseline,baseline
132,Sierra Leone,-6531024.917695668,2.7905700436330254,-2340.3909651351983,baseline,baseline
133,Singapore,0.0,0.0,,baseline,baseline
134,Slovakia,18075355.661667928,2955.5642872682997,6.115703772552414,baseline,baseline
135,Slovenia,-23647686.998823985,313.86956126292284,-75.34240307875777,baseline,baseline
136,Solomon Isds,-3321918.8254343765,0.2940093631670212,-11298.683789016804,baseline,baseline
137,South Africa,-13058825.538667139,29.266262817698937,-446.20748539064374,baseline,baseline
138,Spain,194462165.6667924,42221.76447645953,4.605732803403171,baseline,baseline
139,Sri Lanka,-38828269.510902666,2215.0850762762407,-17.529019506635166,baseline,baseline
140,State of Palestine,-5390640.156907318,3.3212847416240074,-1623.0587186184641,baseline,baseline
141,Sudan,-4730636.4233377855,0.9885896687651243,-4785.237569038081,baseline,baseline
142,Sweden,10270116.329428371,15099.77523632662,0.6801502783114818,baseline,baseline
143,Switzerland,-10056129.928188298,8835.548758265237,-1.1381443533749123,baseline,baseline
144,Tajikistan,-8718120.58251172,7.367850833300201,-1183.2650768537217,baseline,baseline
145,Thailand,-30774781.405865923,3430.1951154881085,-8.97172912027972,baseline,baseline
146,Togo,-13618639.860230561,33.83522277039186,-402.49889745510427,baseline,baseline
147,Tonga,0.0,0.0,,baseline,baseline
148,Trinidad and Tobago,-16086205.261110293,49.67454153962504,-323.8319823903848,baseline,baseline
149,Tunisia,-12032094.486959418,22.083742857458105,-544.8394579044805,baseline,baseline
150,Turkey,-167750204.3050035,6452.77034910896,-25.996617767152916,baseline,baseline
151,USA,1663206806.9505668,233434.58230690076,7.124937490041291,baseline,baseline
152,Uganda,-30907410.303541347,1209.8831301950297,-25.54578168104481,baseline,baseline
153,Ukraine,-9334667.828658875,116.50152808226679,-80.12485314413439,baseline,baseline
154,United Arab Emirates,-16883462.921115767,582.4462466465872,-28.987160649281687,baseline,baseline
155,United Kingdom,348467889.18777275,62013.71843401565,5.619206491520943,baseline,baseline
156,United Rep. of Tanzania,-23219341.951554906,245.32534741911587,-94.64713775330678,baseline,baseline
157,Uruguay,-14359132.500645198,32.690013101648155,-439.25135349429524,baseline,baseline
158,Uzbekistan,-18235117.066022575,96.09425770535599,-189.76281727400456,baseline,baseline
159,Viet Nam,162197635.61553866,12832.899429885963,12.639204141022399,baseline,baseline
160,Yemen,-13745034.223185087,59.00986577194868,-232.92773239486027,baseline,baseline
161,Zambia,-5709628.9655653825,5.011407728172863,-1139.326368011786,baseline,baseline
162,Zimbabwe,-6916567.124591472,24.86822467736403,-278.1287049769654,baseline,baseline
