,country,total_netprofits,scrap,net_profit,collection_scenario,recovery_efficiency_scenario
0,Afghanistan,-1262256.3467956525,0.14380968223961121,-8777.269563064052,high_collection,baseline
1,Albania,-642377.7458050137,1.4245099444513891,-450.94648044202165,high_collection,baseline
2,Algeria,-3575229.6747669503,34.67245637057438,-103.11440402593327,high_collection,baseline
3,Andorra,-256284.74141275612,0.3275790859021364,-782.3599016004357,high_collection,baseline
4,Angola,-1896526.404786407,9.014646413009256,-210.38278351655407,high_collection,baseline
5,Argentina,-7757918.305143697,166.1859007316648,-46.68216901065613,high_collection,baseline
6,Armenia,-1237948.501191557,5.13701669124996,-240.98588258437877,high_collection,baseline
7,Aruba,-1086634.9183052466,2.967587665652468,-366.16775668742844,high_collection,baseline
8,Australia,-11010855.737075817,491.66745973966965,-22.394924697489426,high_collection,baseline
9,Austria,-18505657.810184006,1331.269727500657,-13.900757621017018,high_collection,baseline
10,Azerbaijan,-2184304.649912869,15.119833065166574,-144.4661882507897,high_collection,baseline
11,Bahamas,0.0,0.0,,high_collection,baseline
12,Bahrain,-1159927.7847608996,4.739021525770675,-244.76102892828038,high_collection,baseline
13,Bangladesh,-1198227.4227153782,0.2379483441081218,-5035.661950943913,high_collection,baseline
14,Barbados,-523002.0129737112,0.7197689357949268,-726.6248749622649,high_collection,baseline
15,Belarus,-4233409.21081838,45.70859716989144,-92.61735150355818,high_collection,baseline
16,Belgium,-20485197.80018437,2417.615369959804,-8.473307232707146,high_collection,baseline
17,Benin,-1534055.5501584485,5.5871918058117265,-274.5664733690981,high_collection,baseline
18,Bermuda,-1137922.7216913647,4.004338573884539,-284.17245462525557,high_collection,baseline
19,Bolivia (Plurinational State of),-3968997.996641756,40.78694240995179,-97.31050581701223,high_collection,baseline
20,Bosnia Herzegovina,-1211312.4776271083,5.105049427261089,-237.27732608398853,high_collection,baseline
21,Botswana,-2561305.9439534093,15.675486385149387,-163.39562811779382,high_collection,baseline
22,Brazil,-14037246.386762578,833.420568523054,-16.842932508419704,high_collection,baseline
23,Brunei Darussalam,-3069004.3165209275,1.3794523465035962,-2224.799083708635,high_collection,baseline
24,Bulgaria,-1732005.6534253245,6.555488002687612,-264.2069747843698,high_collection,baseline
25,Burkina Faso,-2083291.4671248796,10.04538518198132,-207.38791289573803,high_collection,baseline
26,Burundi,-1685528.7259266376,6.829633703611431,-246.7963582051772,high_collection,baseline
27,C?te d'Ivoire,-1849709.7622215266,8.498055531619077,-217.6627059377563,high_collection,baseline
28,Cabo Verde,-236946.9544876685,0.15953485354992009,-1485.2362929804888,high_collection,baseline
29,Cambodia,-6620306.75852677,15.19739551394644,-435.62113998095305,high_collection,baseline
30,Cameroon,-861104.0417817441,1.95487234881963,-440.4911872131634,high_collection,baseline
31,Canada,-16870141.39877315,2773.658536771826,-6.082270465205776,high_collection,baseline
32,Cayman Isds,-72361.73823937376,0.0237399135827552,-3048.1045344637528,high_collection,baseline
33,Chile,-1770030.9627389628,7.901259730684583,-224.01883029677387,high_collection,baseline
34,China,432287073.96676964,89611.39125430456,4.824019222511562,high_collection,baseline
35,Colombia,-6649025.231796352,119.59495852733308,-55.59619998761684,high_collection,baseline
36,Comoros,-78263.52595518684,0.0240534597106667,-3253.732597996298,high_collection,baseline
37,Congo,-1526760.0180442797,5.446436565798218,-280.3227393910758,high_collection,baseline
38,Costa Rica,-3448306.6854939726,31.04534348308774,-111.07323349063513,high_collection,baseline
39,Croatia,-1327249.3689344868,5.401967565266657,-245.69739690189533,high_collection,baseline
40,Cyprus,-1096413.289208938,3.5939213955357165,-305.074365446856,high_collection,baseline
41,Czechia,-5780563.515596206,91.82673553848643,-62.95076789671409,high_collection,baseline
42,Denmark,-20040798.17362292,1893.0287527280404,-10.586631684670484,high_collection,baseline
43,Dominican Rep.,-2965591.496121676,22.510431254680626,-131.74298895340073,high_collection,baseline
44,Ecuador,-2947874.295669394,22.13486107225532,-133.177899154035,high_collection,baseline
45,Egypt,-4614097.188428806,54.58599088503168,-84.52896271768628,high_collection,baseline
46,El Salvador,-2584758.5724041304,16.860087031995327,-153.30636001457427,high_collection,baseline
47,Estonia,-1152887.1711426028,4.437010292159596,-259.83423414180675,high_collection,baseline
48,Eswatini,-428742.76552220626,0.4384834491116419,-977.7855159432585,high_collection,baseline
49,Ethiopia,-2904479.8465656107,20.21548020436058,-143.67602536293447,high_collection,baseline
50,Fiji,-1781946.0905360274,7.449488637353356,-239.20381348069478,high_collection,baseline
51,Finland,-15493210.935953386,812.1174469462466,-19.077549674879563,high_collection,baseline
52,France,7481092.255517932,10246.111456647386,0.7301396522155156,high_collection,baseline
53,French Polynesia,-1757030.612500976,7.256146875893826,-242.1437496446131,high_collection,baseline
