,country,total_netprofits,scrap,net_profit,collection_scenario,recovery_efficiency_scenario
0,Afghanistan,-15385027.508687563,0.0224316512625351,-685862.4596390427,high_collection,baseline
1,Albania,-33617381.17612627,2456.776405393268,-13.683533064843553,high_collection,baseline
2,Algeria,-25764481.979828678,386.7302011544249,-66.62133420901536,high_collection,baseline
3,Andorra,-4772452.774438975,2.8714502393822214,-1662.035688093883,high_collection,baseline
4,Angola,-18182503.983148903,95.20439671046454,-190.98386851234935,high_collection,baseline
5,Argentina,-31542990.870267395,1996.3270555156084,-15.80051263800586,high_collection,baseline
6,Armenia,-3679593.9929115064,1.1181117100848565,-3290.900148637431,high_collection,baseline
7,Aruba,-4924975.108850881,0.7949430566371724,-6195.380999596222,high_collection,baseline
8,Australia,363447073.77423906,41170.1088257885,8.827935707242528,high_collection,baseline
9,Austria,25618730.17906257,16496.90125172001,1.5529419609268433,high_collection,baseline
10,Azerbaijan,-26733827.172719605,670.78525095283,-39.85452443199223,high_collection,baseline
11,Bahamas,-421558.2022352576,0.0063291260232398,-66606.06862422172,high_collection,baseline
12,Bahrain,-3678517.708061584,1.2723801297002653,-2891.052463172411,high_collection,baseline
13,Bangladesh,-33237813.811354555,1.474213551673941,-22546.132325003837,high_collection,baseline
14,Barbados,-3042334.8811995275,0.14155565353026278,-21492.14676578859,high_collection,baseline
15,Belarus,-30916434.404347125,2007.183102112645,-15.402896911500637,high_collection,baseline
16,Belgium,265482929.76496336,22735.53666276326,11.677002997680582,high_collection,baseline
17,Benin,-31252403.316545926,1466.0608482321832,-21.317262072874357,high_collection,baseline
18,Bermuda,-4269778.434953049,1.197743817149305,-3564.851159169707,high_collection,baseline
19,Bolivia (Plurinational State of),-31577795.757252228,1249.7907286435707,-25.266466643999195,high_collection,baseline
20,Bosnia Herzegovina,-16973946.919515043,132.20106718521035,-128.3949311523709,high_collection,baseline
21,Botswana,-22705707.470374938,223.591042736633,-101.55016584058735,high_collection,baseline
22,Brazil,6934991870.947775,850008.5204138327,8.15873218255674,high_collection,baseline
23,Brunei Darussalam,-39047665.02397873,12.82569638199686,-3044.4869316249415,high_collection,baseline
24,Bulgaria,-4454315.632120921,9787.222918062362,-0.45511537536357355,high_collection,baseline
25,Burkina Faso,-28687133.117693864,672.4581811626089,-42.66009979698195,high_collection,baseline
26,Burundi,-21637982.37522539,184.05416649322552,-117.56312170212033,high_collection,baseline
27,C?te d'Ivoire,-20829332.086841412,158.8334997926208,-131.13941400294647,high_collection,baseline
28,Cabo Verde,-8139193.172500036,5.84324719212243,-1392.922959595631,high_collection,baseline
29,Cambodia,-46055909.04551558,878.4869258117646,-52.42640236558749,high_collection,baseline
30,Cameroon,-3793451.047801099,0.7805538250555225,-4859.948059996071,high_collection,baseline
31,Canada,1037563064.593559,240592.19113043716,4.312538406664428,high_collection,baseline
32,Cayman Isds,0.0,0.0,,high_collection,baseline
33,Chile,-31638405.70855224,1281.4863809416602,-24.688834917858237,high_collection,baseline
34,China,31451343942.814682,6620431.620119053,4.750648560017768,high_collection,baseline
35,Colombia,-31408935.365881573,2102.2402512227727,-14.940697357313228,high_collection,baseline
36,Comoros,-6620893.300551208,2.921638976222576,-2266.1572338110864,high_collection,baseline
37,Congo,-5173844.324521222,1.3892676472751104,-3724.1523148322976,high_collection,baseline
38,Costa Rica,-29328031.722309854,654.3419895473971,-44.8206475983542,high_collection,baseline
39,Croatia,-18187654.800163068,7478.184784089591,-2.4320948632960624,high_collection,baseline
40,Cyprus,-33893663.49246192,2002.4103082868119,-16.92643278562628,high_collection,baseline
41,Czechia,487138282.22153914,65087.10587292154,7.484405331720323,high_collection,baseline
42,Denmark,-7854564.721156385,10002.094157364625,-0.7852920196090138,high_collection,baseline
43,Dominican Rep.,-31730337.881513517,1383.8279592617866,-22.92939499389816,high_collection,baseline
44,Ecuador,-30481508.046517834,857.5250499152243,-35.545909766170986,high_collection,baseline
45,Egypt,-16860629.352094874,6052.232422547095,-2.7858529175584836,high_collection,baseline
46,El Salvador,-7768682.2650231235,3.902610818541083,-1990.637198081488,high_collection,baseline
47,Estonia,-33169341.267358232,2102.963054313659,-15.772669519476489,high_collection,baseline
48,Eswatini,-9942378.819253033,11.493187657637172,-865.0671263203787,high_collection,baseline
49,Ethiopia,-26612369.955618065,450.6009006488527,-59.05973538290092,high_collection,baseline
50,Fiji,-5530738.67985204,1.6576770952353261,-3336.439102494137,high_collection,baseline
51,Finland,-231930541.9678542,11873.175132157015,-19.533994857003265,high_collection,baseline
52,France,263094072.79708153,128734.51059810707,2.0436949779412927,high_collection,baseline
53,French Polynesia,-24019428.894618127,282.7734297625749,-84.94231199439623,high_collection,baseline
54,Georgia,-12914131.683754107,48.24707647827845,-267.6666158118045,high_collection,baseline
55,Germany,875704394.6098231,139128.0244738502,6.294234378167398,high_collection,baseline
56,Ghana,-8829741.060082944,9.786833214237861,-902.2061443979098,high_collection,baseline
57,Greece,44322863.42554848,18910.24603735139,2.343854402423018,high_collection,baseline
58,Greenland,-3844212.874462355,0.7286398102481342,-5275.875433093932,high_collection,baseline
59,Grenada,-16651394.162440252,56.45917679672719,-294.9280366306279,high_collection,baseline
60,Guatemala,-31050611.551783666,2295.9150186103648,-13.524286090770682,high_collection,baseline
61,Guinea,-6265990.301286755,2.514893299385417,-2491.5531417647107,high_collection,baseline
62,Guyana,-31730893.046437036,1383.810752855856,-22.930081285285596,high_collection,baseline
63,Honduras,-24250370.146103524,250.8252030153907,-96.68235031634966,high_collection,baseline
64,Hungary,19729280.98371763,14909.478300168736,1.3232710485580403,high_collection,baseline
65,Iceland,-24548830.26767729,571.6655229474828,-42.94264614928075,high_collection,baseline
