,country,total_netprofits,scrap,net_profit,collection_scenario,recovery_efficiency_scenario
0,Afghanistan,-9988598.705165248,0.020902042337471498,-477876.6851533208,baseline,baseline
1,Albania,-67626272.95047599,18121.708029953596,-3.7317825029900984,baseline,baseline
2,Algeria,-50277111.51062614,1861.7548822159338,-27.00522608582304,baseline,baseline
3,Andorra,-6574741.653802442,7.767620358141627,-846.4293246400914,baseline,baseline
4,Angola,-40535528.67634903,830.3626074350327,-48.81665950922593,baseline,baseline
5,Argentina,-59810186.83991972,8190.788018948211,-7.30212852555303,baseline,baseline
6,Armenia,-3019243.8275647564,0.9885458855487049,-3054.227296580054,baseline,baseline
7,Aruba,-3973482.540819012,0.6738203961303526,-5896.946075895171,baseline,baseline
8,Australia,42702154.24277343,58739.140555094484,0.7269795546756572,baseline,baseline
9,Austria,-73008301.93307498,17252.497603692213,-4.2317526198322994,baseline,baseline
10,Azerbaijan,-54327705.65177195,18203.707494020906,-2.984430818261398,baseline,baseline
11,Bahamas,-858421.512323888,0.0185953924365331,-46163.12967062775,baseline,baseline
12,Bahrain,-2818803.4904558747,0.9206834747652972,-3061.6423208578285,baseline,baseline
13,Bangladesh,-28803198.528254606,2.4032283645742445,-11985.21079096758,baseline,baseline
14,Barbados,-2400281.0439651473,0.152716233797001,-15717.261906522235,baseline,baseline
15,Belarus,-1905203.105705887,35494.605339388654,-0.053675849822498733,baseline,baseline
16,Belgium,-68921311.33624627,22476.376641755454,-3.066388877298301,baseline,baseline
17,Benin,392161218.3060942,139494.53740371822,2.811301615138667,baseline,baseline
18,Bermuda,-3294325.676618765,0.6533082287614644,-5042.528980331561,baseline,baseline
19,Bolivia (Plurinational State of),-48323945.65593541,15830.872395231901,-3.0525131180066922,baseline,baseline
20,Bosnia Herzegovina,-50377471.835560456,2071.4881142843647,-24.319459758505214,baseline,baseline
21,Botswana,-40261490.301908225,811.0603976650406,-49.64055749462914,baseline,baseline
22,Brazil,3456248213.2321696,736261.5171416957,4.6943214235207735,baseline,baseline
23,Brunei Darussalam,-41190226.84631373,35.966149472839774,-1145.2498376958306,baseline,baseline
24,Bulgaria,-8568787.03750782,38683.112558849985,-0.2215123466208109,baseline,baseline
25,Burkina Faso,853399.2305731308,35264.66418737586,0.02419983998822915,baseline,baseline
26,Burundi,-55939594.21890671,3071.3939521264338,-18.21309642814715,baseline,baseline
27,C?te d'Ivoire,-45894336.38043074,1297.5186894763845,-35.370848029134336,baseline,baseline
28,Cabo Verde,-24487389.091743033,167.10939443835713,-146.5350836441208,baseline,baseline
29,Cambodia,67255025.94629443,35869.46174286841,1.8749940110173557,baseline,baseline
30,Cameroon,-2815532.121121869,0.4984055452831287,-5649.0786424185,baseline,baseline
31,Canada,2465222339.3690166,631076.4253020172,3.9063768515663115,baseline,baseline
32,Cayman Isds,-242438.0535226338,0.0033497624309509,-72374.70074969246,baseline,baseline
33,Chile,35588974.32208689,44590.19300789675,0.7981345655037695,baseline,baseline
34,China,29545297473.834797,10308568.5328299,2.8660911919769765,baseline,baseline
35,Colombia,-47328303.657054484,16392.19633952962,-2.887246021018108,baseline,baseline
36,Comoros,-31289203.59367871,355.19459953362156,-88.0903134078112,baseline,baseline
37,Congo,-4286338.191382459,1.1310903118678712,-3789.5631731687663,baseline,baseline
38,Costa Rica,-59734220.29074851,5121.0511361307745,-11.664445189641452,baseline,baseline
39,Croatia,-56167653.207554266,24829.46881984417,-2.2621367220978987,baseline,baseline
40,Cyprus,-59375037.5310356,2778.4644598409704,-21.369730795273163,baseline,baseline
41,Czechia,355250109.03570807,99812.11701530489,3.5591881993769863,baseline,baseline
42,Denmark,-74970137.30725528,11714.536745907446,-6.399752626449067,baseline,baseline
43,Dominican Rep.,-30509249.275264077,23201.431916034828,-1.3149726872753364,baseline,baseline
44,Ecuador,-46435467.66376685,16714.668794270237,-2.778126700284056,baseline,baseline
45,Egypt,1790496247.002765,463805.4125855783,3.860447072019442,baseline,baseline
46,El Salvador,-6882892.894690499,3.4374729139965243,-2002.311892165053,baseline,baseline
47,Estonia,-57132466.704824165,2448.952534620679,-23.329348322250546,baseline,baseline
48,Eswatini,-25644350.76888229,192.16688090764143,-133.4483374437835,baseline,baseline
49,Ethiopia,-59908208.00644229,4930.331411672488,-12.150949501003215,baseline,baseline
50,Fiji,-4789076.795850765,1.5233305995351658,-3143.819731128699,baseline,baseline
51,Finland,-38315897.71699093,36549.99792325742,-1.048314634584694,baseline,baseline
52,France,230386095.4070168,123967.8167208178,1.858434725246946,baseline,baseline
53,French Polynesia,-51716320.65283546,2101.2213380822554,-24.612504982476505,baseline,baseline
54,Georgia,-31660409.046139047,471.5385033348052,-67.14278647921842,baseline,baseline
55,Germany,280165736.6107512,138309.95261113875,2.0256368491314785,baseline,baseline
56,Ghana,-7760992.751262851,7.007908146826822,-1107.4621111832103,baseline,baseline
