,country,total_costs,scrap,unit_cost,collection_scenario,recovery_efficiency_scenario
0,Afghanistan,1130459.8352712418,0.10295336019659651,10980.31024060362,high_collection,baseline
1,Albania,109067808.99020392,21332.556115675125,5.112739814150124,high_collection,baseline
2,Algeria,20870294.038889717,844.3019724653368,24.7189923978847,high_collection,baseline
3,Andorra,1259085.4250059212,5.133188482095253,245.28330284338023,high_collection,baseline
4,Angola,12597021.710787715,315.2170690860278,39.96300627790492,high_collection,baseline
5,Argentina,46900199.408745,4130.101663878066,11.355700954999458,high_collection,baseline
6,Armenia,346194.09475986875,0.871355174932799,397.3053752582213,high_collection,baseline
7,Aruba,215172.50061223394,0.4855871662009492,443.1181785459085,high_collection,baseline
8,Australia,144078499.0046185,58327.69692525756,2.4701558024696904,high_collection,baseline
9,Austria,103166593.8158535,17416.609306873605,5.923460301491518,high_collection,baseline
10,Azerbaijan,40498563.79809285,3024.877308767544,13.38849799980601,high_collection,baseline
11,Bahamas,28483.507053442856,0.0098656253018824,2887.1466513134337,high_collection,baseline
12,Bahrain,863502.1660756759,2.598254931979348,332.33927720012474,high_collection,baseline
13,Bangladesh,3585425.6023259885,2.199501062531239,1630.1086020844173,high_collection,baseline
14,Barbados,0.0,0.0,,high_collection,baseline
15,Belarus,65507631.86570744,8592.39356521134,7.623909608951462,high_collection,baseline
16,Belgium,113855226.38492125,23590.8930151641,4.826236391803215,high_collection,baseline
17,Benin,84586599.8285851,15746.657622951747,5.371717722832482,high_collection,baseline
18,Bermuda,826805.2457847055,2.0829144428406132,396.9463309578547,high_collection,baseline
19,Bolivia (Plurinational State of),48126703.225682035,4389.003467616246,10.965291684269411,high_collection,baseline
20,Bosnia Herzegovina,14594711.850548442,462.6209890540628,31.547880869803933,high_collection,baseline
21,Botswana,15321160.106119443,461.8820096709474,33.1711558045625,high_collection,baseline
22,Brazil,-11537604.96953822,676341.2019859107,-0.017058852744237466,high_collection,baseline
23,Brunei Darussalam,7957827.344069049,23.924805519570324,332.61826674242354,high_collection,baseline
24,Bulgaria,138241473.40905333,54668.453111789386,2.528724804529748,high_collection,baseline
25,Burkina Faso,45216750.96220533,3816.7719233529738,11.84685694357213,high_collection,baseline
26,Burundi,18236971.970833365,648.7764131284681,28.10979499530935,high_collection,baseline
27,C?te d'Ivoire,14689062.636670433,425.3742004619743,34.53209578934852,high_collection,baseline
28,Cabo Verde,3467503.045633618,25.427420440943653,136.36865185310685,high_collection,baseline
29,Cambodia,45447866.7890606,4685.974191656229,9.698701898526105,high_collection,baseline
30,Cameroon,628597.0666808943,1.090177854955792,576.6004728709012,high_collection,baseline
31,Canada,276587971.00671256,572797.4634985826,0.4828721993937339,high_collection,baseline
32,Cayman Isds,0.0,0.0,,high_collection,baseline
33,Chile,69362781.32128389,10030.300972273008,6.915324027965364,high_collection,baseline
34,China,127010592.55264995,12082770.699272668,0.010511710907523508,high_collection,baseline
35,Colombia,53726359.12358193,5639.300172954536,9.527132352565244,high_collection,baseline
36,Comoros,3242505.0937961345,22.307589733708163,145.35434497867362,high_collection,baseline
