,country,total_costs,scrap,unit_cost,collection_scenario,recovery_efficiency_scenario
0,Afghanistan,0.0,0.0,,baseline,baseline
1,Albania,8424108.997173183,11.874394606969338,709.4348197110522,baseline,baseline
2,Algeria,14443820.736352744,39.47280692819839,365.9182576659994,baseline,baseline
3,Andorra,2320206.887365346,0.3665692222073274,6329.5190834463,baseline,baseline
4,Angola,7760945.977231065,5.488632306507159,1414.0036249157952,baseline,baseline
5,Argentina,26490695.4931637,252.94630306127283,104.72853397168129,baseline,baseline
6,Armenia,1127550.3081674452,0.6087464360975311,1852.2495431690597,baseline,baseline
7,Aruba,5618136.791973556,3.829079526738325,1467.2290697391654,baseline,baseline
8,Australia,52398990.28862333,2861.1556221802452,18.313925283342147,baseline,baseline
9,Austria,73451860.7718965,6085.119481966932,12.070734352804225,baseline,baseline
10,Azerbaijan,12067578.08903659,36.159240851678746,333.7342766275563,baseline,baseline
11,Bahamas,0.0,0.0,,baseline,baseline
12,Bahrain,3454170.0328383,2.0581431608098444,1678.2943473568391,baseline,baseline
13,Bangladesh,28440239.850606713,0.2129540751348956,133551.0477204593,baseline,baseline
14,Barbados,0.0,0.0,,baseline,baseline
15,Belarus,19750178.662888102,118.50085843561288,166.6669670044568,baseline,baseline
16,Belgium,-60525591.5232255,9353.989463148668,-6.470564432606475,baseline,baseline
17,Benin,12532229.757644271,24.116470647338172,519.6543864525842,baseline,baseline
18,Bermuda,7060220.877044118,130.73929838426508,54.00228519119726,baseline,baseline
19,Bolivia (Plurinational State of),19629854.876335043,91.30921493903578,214.98218870287369,baseline,baseline
20,Bosnia Herzegovina,7747462.63086104,11.496213181166658,673.9143149809626,baseline,baseline
21,Botswana,13052669.353100372,27.682172247997055,471.51897026595515,baseline,baseline
22,Brazil,-21688765.71093849,21394.612546966437,-1.0137489362486147,baseline,baseline
23,Brunei Darussalam,34442836.441469006,2.1972390810084446,15675.506930115736,baseline,baseline
24,Bulgaria,16774258.327864703,54.36224080187813,308.5645124342479,baseline,baseline
25,Burkina Faso,13805033.580506692,33.098971075053164,417.08346610543447,baseline,baseline
26,Burundi,10026020.837353963,11.334619812425933,884.5484897837176,baseline,baseline
27,C?te d'Ivoire,10476927.455974504,13.476201154402446,777.4392305321051,baseline,baseline
28,Cabo Verde,3333295.9845404015,0.296864249470428,11228.350973505978,baseline,baseline
29,Cambodia,42202585.463972196,36.40563580310932,1159.2322049315171,baseline,baseline
30,Cameroon,5910326.07840447,2.532292603406079,2333.9822856390065,baseline,baseline
31,Canada,85314856.25899231,13369.231633445725,6.3814330245846485,baseline,baseline
32,Cayman Isds,0.0,0.0,,baseline,baseline
33,Chile,14530094.65401061,32.05981474910678,453.21829735199685,baseline,baseline
34,China,97319627.15502793,346530.78130619356,0.28083977644986347,baseline,baseline
35,Colombia,26192377.986461706,247.20818510273892,105.95271340055443,baseline,baseline
36,Comoros,2240484.488169897,0.079985187686392,28011.24249347825,baseline,baseline
37,Congo,1520469.1914488783,0.7365307615406541,2064.366175648121,baseline,baseline
38,Costa Rica,16770132.80662299,52.895316656512165,317.0438115631991,baseline,baseline
39,Croatia,13364515.823112132,45.07551197320403,296.4917144159542,baseline,baseline
40,Cyprus,13160617.909671335,37.59086407641063,350.1015002719772,baseline,baseline
41,Czechia,142597742.68203795,823.2603343000311,173.21099625585663,baseline,baseline
42,Denmark,74520538.85458021,6350.068251765164,11.73539179423234,baseline,baseline
43,Dominican Rep.,17502140.505901307,61.32422419392949,285.403374212337,baseline,baseline
44,Ecuador,16779088.629471708,52.87739359556063,317.320644769458,baseline,baseline
45,Egypt,22627069.476720203,172.26447916998507,131.3507554531456,baseline,baseline
46,El Salvador,2317082.48482419,2.342225375414664,989.2653837438584,baseline,baseline
47,Estonia,12616343.38482815,45.78246006185233,275.5715478762698,baseline,baseline
48,Eswatini,4561589.489501234,0.8378273760815622,5444.54576172403,baseline,baseline
49,Ethiopia,14117526.094727812,35.87892556842084,393.4768355257962,baseline,baseline
50,Fiji,1708664.868932781,1.0852139944837889,1574.4957931044314,baseline,baseline
51,Finland,53929534.50704636,2587.5617510252073,20.841834783528995,baseline,baseline
52,France,528902769.96820533,45421.606776559915,11.644298991226984,baseline,baseline
53,French Polynesia,11125260.552964065,16.222606757717813,685.7874766440532,baseline,baseline
54,Georgia,6204779.946264737,4.991226497699442,1243.1373228853963,baseline,baseline
55,Germany,713163654.3351336,90677.72700697271,7.864816177850317,baseline,baseline
56,Ghana,5813664.779636844,13.621661025014772,426.7955845443995,baseline,baseline
57,Greece,82326643.16922243,8599.313308514827,9.573629918531358,baseline,baseline
58,Greenland,1954905.0813173573,0.0889143152382682,21986.39303557249,baseline,baseline
59,Grenada,6553695.41361368,2.028205691189197,3231.277499162846,baseline,baseline
60,Guatemala,21593236.090305664,126.76230193982286,170.34430394421597,baseline,baseline
61,Guinea,3257200.422362798,0.3314734410696298,9826.429568088943,baseline,baseline
62,Guyana,14129711.559440674,29.09032522316806,485.71858344806395,baseline,baseline
63,Honduras,12405287.94667112,18.778667283700102,660.6053432470642,baseline,baseline
64,Hungary,25854079.864947103,293.54258460716767,88.07607897690971,baseline,baseline
65,Iceland,24442014.134042665,349.2872370339839,69.9768315086319,baseline,baseline
66,India,57274466.93497305,2428.57456871465,23.583573538483606,baseline,baseline
67,Indonesia,58223262.13934465,3043.5483723177063,19.13005972532212,baseline,baseline
68,Iran,44132489.385470584,98.04586053642625,450.12088367641354,baseline,baseline
69,Ireland,31524741.938871063,581.9991591996475,54.166301515320406,baseline,baseline
70,Israel,58619741.17358452,3994.888415890614,14.67368673938692,baseline,baseline
71,Italy,483835334.491037,50151.203286372605,9.64753191918942,baseline,baseline
72,Jamaica,1829259.6488754484,1.031154649550025,1773.9915634126269,baseline,baseline
73,Japan,57838322.787121706,3795.3866249462826,15.23911224404979,baseline,baseline
74,Jordan,14435374.14026351,61.74594095916753,233.78660873934365,baseline,baseline
