,country,total_netprofits,scrap,net_profit,collection_scenario,recovery_efficiency_scenario
0,Afghanistan,-15661450.37815133,0.0286130973889904,-547352.4996345716,high_collection,baseline
1,Albania,88425954.58041593,26045.497747265592,3.3950571971579775,high_collection,baseline
2,Algeria,-31312458.20226929,1692.177701967379,-18.50423756669553,high_collection,baseline
3,Andorra,-6824546.786905681,8.175117235524947,-834.7949748353005,high_collection,baseline
4,Angola,-29105838.837213453,735.4378072244668,-39.57620692232091,high_collection,baseline
5,Argentina,-7223251.042272506,7805.522465527503,-0.9254026330938698,high_collection,baseline
6,Armenia,-4996566.898567394,2.7243024626729944,-1834.0720118370887,high_collection,baseline
7,Aruba,-6931413.963714428,2.5367052106511014,-2732.4475601701183,high_collection,baseline
8,Australia,341169410.7281828,60050.10171375913,5.681412703586004,high_collection,baseline
9,Austria,42780874.16737928,19487.265398636806,2.195324653933842,high_collection,baseline
10,Azerbaijan,12353696.37844026,11881.54771337034,1.0397379766054056,high_collection,baseline
11,Bahamas,-1255293.293188115,0.0212849405762973,-58975.65411039941,high_collection,baseline
12,Bahrain,-3805422.0846215584,1.383920414029778,-2749.7405530284173,high_collection,baseline
13,Bangladesh,-34929331.77035836,2.861871393609552,-12205.066883282809,high_collection,baseline
14,Barbados,-4748691.537542424,0.6636205294305723,-7155.733324912502,high_collection,baseline
15,Belarus,124200469.63528112,28347.911388747947,4.381291726648322,high_collection,baseline
16,Belgium,80528230.27951376,25336.683669829683,3.1783255981288843,high_collection,baseline
17,Benin,658619800.6148447,99638.8214058066,6.610072171894063,high_collection,baseline
18,Bermuda,-4069270.6039704853,0.9985350612847484,-4075.240581672542,high_collection,baseline
19,Bolivia (Plurinational State of),22138790.532038983,12708.00710903312,1.7421134834196201,high_collection,baseline
20,Bosnia Herzegovina,-29545779.644399725,1465.607158347744,-20.15941275676371,high_collection,baseline
21,Botswana,-29583002.98339898,819.2486754292115,-36.109918600600956,high_collection,baseline
22,Brazil,6553404172.881368,800749.1333335193,8.184091496421033,high_collection,baseline
23,Brunei Darussalam,-42080466.38015121,38.3235469950483,-1098.0316197138104,high_collection,baseline
24,Bulgaria,279437155.9548662,51974.5845494566,5.376419232153106,high_collection,baseline
25,Burkina Faso,63528543.319796406,19304.319081837428,3.2908979099691518,high_collection,baseline
26,Burundi,-31013082.371237107,2105.8244935727835,-14.72728732422506,high_collection,baseline
27,C?te d'Ivoire,-30504061.923164256,1046.8667884165,-29.138436963221437,high_collection,baseline
28,Cabo Verde,-18510312.538871437,101.5090186207918,-182.3514086765097,high_collection,baseline
29,Cambodia,108934917.47020885,21593.40397391635,5.04482376200604,high_collection,baseline
30,Cameroon,-3666310.190530498,0.6963053029709244,-5265.377378123447,high_collection,baseline
31,Canada,5055860479.159327,666645.7677897365,7.584028465255286,high_collection,baseline
32,Cayman Isds,-1319439.0624179393,0.025308355888270698,-52134.523010617246,high_collection,baseline
33,Chile,220034501.85932463,41050.63867014967,5.36007499487029,high_collection,baseline
34,China,58328892136.55383,11649258.462454915,5.007090564995658,high_collection,baseline
35,Colombia,27699275.774046935,13616.137550212632,2.034297587836455,high_collection,baseline
36,Comoros,-20726415.62061006,155.69422857395043,-133.12256857848516,high_collection,baseline
37,Congo,-6066150.51097844,2.118963916356515,-2862.7908498833594,high_collection,baseline
38,Costa Rica,-23864748.79294883,4467.472249313359,-5.341890774277735,high_collection,baseline
39,Croatia,130127628.02414006,32274.3148320951,4.03192534686236,high_collection,baseline
40,Cyprus,-33460127.911960304,2713.8639306250097,-12.329331450399708,high_collection,baseline
41,Czechia,827387124.798796,108221.45255810714,7.64531527937632,high_collection,baseline
42,Denmark,9162629.680320619,13342.486476699803,0.6867257985474795,high_collection,baseline
43,Dominican Rep.,74671259.00984329,20650.58847255653,3.615938553474018,high_collection,baseline
44,Ecuador,17798734.12556617,12015.80749697163,1.4812765708881424,high_collection,baseline
45,Egypt,1944551893.4917238,263760.31968322326,7.3724201419953355,high_collection,baseline
46,El Salvador,-10579854.751756405,11.139879707082644,-949.7279171721954,high_collection,baseline
47,Estonia,-33142412.37654861,2417.098233552528,-13.711653054264815,high_collection,baseline
48,Eswatini,-19835575.943657495,131.56140834056802,-150.77047436517168,high_collection,baseline
49,Ethiopia,-26865047.796280373,3716.8258838381475,-7.227954344888069,high_collection,baseline
50,Fiji,-7746304.361973839,4.986754278918437,-1553.3759894128798,high_collection,baseline
51,Finland,118364059.90358259,31850.213223057755,3.7162721352802026,high_collection,baseline
52,France,871860210.1573713,138546.0766744029,6.292926014832811,high_collection,baseline
53,French Polynesia,-30915511.481535457,2178.1165194003315,-14.193690377063467,high_collection,baseline
54,Georgia,-23267424.38449168,364.48226035351286,-63.83691859769665,high_collection,baseline
55,Germany,1046676807.612108,162357.1580025075,6.446754922846967,high_collection,baseline
56,Ghana,-9250854.330531957,11.163172814928064,-828.6939998063237,high_collection,baseline
57,Greece,60591020.0270872,21558.361685932865,2.8105577274280398,high_collection,baseline
58,Greenland,-5508826.408711464,2.283458611524984,-2412.4923398687974,high_collection,baseline
59,Grenada,-26349482.339080296,366.8020487476559,-71.83570110647777,high_collection,baseline
60,Guatemala,121159465.67192869,27316.23819580011,4.435437442134951,high_collection,baseline
61,Guinea,-7664724.631064689,4.820020818981442,-1590.1849636998838,high_collection,baseline
62,Guyana,-30967587.560041305,2337.8112033390025,-13.246402239758085,high_collection,baseline
63,Honduras,-31143148.158933498,2245.336375739527,-13.870148141467734,high_collection,baseline
64,Hungary,36219143.99947913,17713.42039200354,2.0447289793805,high_collection,baseline
65,Iceland,-26137343.399257235,756.2693228126711,-34.56089333631676,high_collection,baseline
66,India,135792381526.32173,16658340.755347297,8.151615069029766,high_collection,baseline
67,Indonesia,597531409.2725972,82364.96536190524,7.2546793001987036,high_collection,baseline
68,Iran,-39085569.9225203,30.850400994423463,-1266.9387969895574,high_collection,baseline
69,Ireland,-836442.6159417266,11594.576975075013,-0.072140848065422,high_collection,baseline
70,Israel,84797102.12718359,23417.695781622948,3.621069421942366,high_collection,baseline
71,Italy,664895639.9750996,109740.5031002224,6.05879890461111,high_collection,baseline
72,Jamaica,-7206024.393501572,3.238014668743891,-2225.445259115201,high_collection,baseline
73,Japan,602168864.1285726,87124.30111708182,6.911606250009961,high_collection,baseline
74,Jordan,40779891.661945835,16599.1835039961,2.456740818132919,high_collection,baseline
75,Kazakhstan,-12830638.980076266,6860.805106285209,-1.8701360527384854,high_collection,baseline
76,Kenya,3476047016.642802,456103.28822527203,7.621183855455921,high_collection,baseline
77,Kiribati,-8918451.024771199,7.954948359189297,-1121.1199145584517,high_collection,baseline
78,Korea,568369097.3059101,86025.06103270069,6.607017658375808,high_collection,baseline
79,Kuwait,-6671038.070505865,7.131722504209152,-935.403483039141,high_collection,baseline
80,Kyrgyzstan,-5302232.370426731,1.545661047314841,-3430.397873866262,high_collection,baseline
81,Lao People's Dem. Rep.,601829835.011717,82882.05811766916,7.2612800487807405,high_collection,baseline
82,Latvia,-32801885.2849899,3003.0623586718775,-10.922811905743021,high_collection,baseline
83,Lebanon,199281269.29414195,40023.93237450383,4.979052718495216,high_collection,baseline
84,Lesotho,-20045576.445567332,5378.123396784895,-3.727243680862885,high_collection,baseline
85,Lithuania,-29326988.096332617,4584.092374667927,-6.397556091669525,high_collection,baseline
86,Luxembourg,-32341726.551435135,1578.7826730187976,-20.48523023729059,high_collection,baseline
87,Madagascar,23665339.469797768,13161.8641302028,1.7980233829866412,high_collection,baseline
88,Malawi,116280829.47375259,26996.720219895953,4.30722060037709,high_collection,baseline
89,Malaysia,-43362145.81293285,61.384834504295384,-706.398350066393,high_collection,baseline
90,Maldives,-45731151.02226713,949.009452318017,-48.188298768327165,high_collection,baseline
91,Mali,-30326585.61732813,2512.9517840998856,-12.068112810286495,high_collection,baseline
92,Malta,-31288843.415986024,1065.562796692975,-29.36367853034325,high_collection,baseline
93,Mauritania,-1609048.0325945043,0.0423854663955219,-37962.25851520896,high_collection,baseline
94,Mauritius,-16715008.011779714,6082.302795819306,-2.7481380938924707,high_collection,baseline
95,Mexico,3137697367.969504,412454.60139527085,7.6073763205820795,high_collection,baseline
96,Mongolia,-24799653.855537556,4208.0678103346345,-5.893358893749727,high_collection,baseline
97,Montenegro,-27253590.328949735,811.630798644006,-33.57880254726951,high_collection,baseline
98,Morocco,227658593.43786,42522.004547148805,5.353900782956504,high_collection,baseline
99,Mozambique,-3517669.778669264,0.3958212540692461,-8887.015900500059,high_collection,baseline
100,Myanmar,1251882370.800267,163055.40092294134,7.6776504409804645,high_collection,baseline
101,Namibia,9013756.78505222,10761.696687893267,0.8375776651643182,high_collection,baseline
102,Nepal,-40434784.33691082,1954.4738745462155,-20.688321733795934,high_collection,baseline
103,Netherlands,156311181.94351313,37882.74912772053,4.12618369951227,high_collection,baseline
104,New Caledonia,-1096228.8040215536,0.052050308894816696,-21060.947135526392,high_collection,baseline
105,New Zealand,7055761.687480749,11104.746032635672,0.6353825352461562,high_collection,baseline
106,Nicaragua,7908569.753100806,10402.973399205008,0.7602220489869922,high_collection,baseline
107,Niger,36854805.93851733,15242.897689331441,2.417834632867223,high_collection,baseline
108,Nigeria,16453602473.064486,2064716.6016880448,7.968939882409313,high_collection,baseline
109,North Macedonia,-28561272.53815945,1088.1089711327752,-26.248540629552714,high_collection,baseline
110,Norway,2899998.549497404,11267.833513422667,0.2573696661423704,high_collection,baseline
111,Oman,-15380053.95371975,6641.320011503421,-2.3158128093631962,high_collection,baseline
112,Pakistan,18353734087.14091,2262305.5061962423,8.112845076348776,high_collection,baseline
113,Palau,-8866126.122403521,7.799180521899537,-1136.8022701241596,high_collection,baseline
114,Panama,-10242739.505568393,9.967821512824957,-1027.5805493095675,high_collection,baseline
115,Papua New Guinea,0.0,0.0,,high_collection,baseline
116,Paraguay,-24972513.941869542,4202.513660148066,-5.942280254477434,high_collection,baseline
117,Peru,155271181.43576804,32091.32379164388,4.838416216292031,high_collection,baseline
118,Philippines,10552230531.351162,1305113.7065468899,8.085295923579395,high_collection,baseline
119,Poland,445933534.7956499,76892.63260420722,5.799431228880183,high_collection,baseline
120,Portugal,55188031.4249418,20912.812160740228,2.6389579268801873,high_collection,baseline
121,Qatar,-7781640.951178149,10.459968005353694,-743.9450051085524,high_collection,baseline
122,Rep. of Moldova,-22150557.89318476,4936.107710855873,-4.487454324481114,high_collection,baseline
123,Romania,1537071541.6195269,198457.28784149166,7.745100007852519,high_collection,baseline
124,Russian Federation,648426424.0595723,90694.02729878658,7.149604481928743,high_collection,baseline
125,Rwanda,-7587082.1474234965,4.643694695829527,-1633.84603088515,high_collection,baseline
126,Saint Lucia,-20547758.051470064,126.24303180955188,-162.76350272122795,high_collection,baseline
127,Samoa,-12861033.294724498,27.754186048761408,-463.39075742048107,high_collection,baseline
128,Saudi Arabia,557639934.3817351,88747.09602148537,6.283472467051005,high_collection,baseline
129,Senegal,1679119562.0421648,230194.4151747742,7.294354038812366,high_collection,baseline
130,Serbia,-28664207.83937113,3245.847707650131,-8.83103904468855,high_collection,baseline
131,Seychelles,-30255080.998408772,972.6993140571313,-31.10424831309354,high_collection,baseline
132,Sierra Leone,-26391947.47205145,432.5347412701471,-61.01694258026755,high_collection,baseline
133,Singapore,0.0,0.0,,high_collection,baseline
134,Slovakia,-368624719.4133707,10783.287599296476,-34.18481757246469,high_collection,baseline
135,Slovenia,-30752947.212294757,4091.003376985652,-7.517213841792098,high_collection,baseline
136,Solomon Isds,-9311750.454955846,9.203819529574847,-1011.7267537715381,high_collection,baseline
137,South Africa,-30975432.83259231,2171.3493301486164,-14.26552254973741,high_collection,baseline
138,Spain,524526870.5002972,88711.99407194543,5.912693948406862,high_collection,baseline
139,Sri Lanka,1382929117.6773143,179210.8169869756,7.716772575049533,high_collection,baseline
140,State of Palestine,-20654782.047324494,231.99109579255872,-89.03265005392078,high_collection,baseline
141,Sudan,-9202805.708427181,8.89371635928368,-1034.7536773894144,high_collection,baseline
142,Sweden,66922804.390796624,24369.335017099278,2.7461891899733324,high_collection,baseline
143,Switzerland,35270012.24434514,17587.486836836797,2.005403760727911,high_collection,baseline
144,Tajikistan,-30964983.393502124,2142.44487968294,-14.453106209241016,high_collection,baseline
145,Thailand,706823383.201833,96568.58222305583,7.319392776930283,high_collection,baseline
146,Togo,-25030301.73472335,4209.7622283990195,-5.945775646393791,high_collection,baseline
147,Tonga,0.0,0.0,,high_collection,baseline
148,Trinidad and Tobago,-25092921.584406193,4173.033536889511,-6.013112850061089,high_collection,baseline
149,Tunisia,-31066729.61071867,1297.3390507144004,-23.94650002527195,high_collection,baseline
150,Turkey,-5579618664.585913,201573.23284014358,-27.680355104543047,high_collection,baseline
151,USA,43583749844.38455,5390929.079347797,8.084645374273293,high_collection,baseline
152,Uganda,4246420669.7824707,552344.6618330625,7.687990784033112,high_collection,baseline
153,Ukraine,-16224297.185105667,77.68486981953332,-208.84758155346975,high_collection,baseline
154,United Arab Emirates,-20620187.90579531,255.52735005786892,-80.69659823547454,high_collection,baseline
155,United Kingdom,925892199.1670427,139543.72718646986,6.635140237653171,high_collection,baseline
156,United Rep. of Tanzania,346427018.15558237,58564.143145735725,5.9153434089098775,high_collection,baseline
157,Uruguay,-32420897.89688599,1602.2564629387946,-20.234524651204016,high_collection,baseline
158,Uzbekistan,338425280.6617796,57493.83126767493,5.886288549569218,high_collection,baseline
